shdL_X,shdL_Y,shdL_Z,shdR_X,shdR_Y,shdR_Z,wstL_X,wstL_Y,wstL_Z,wstR_X,wstR_Y,wstR_Z,elbL_X,elbL_Y,elbL_Z,elbR_X,elbR_Y,elbR_Z,t3L_X,t3L_Y,t3L_Z,t3R_X,t3R_Y,t3R_Z,t4L_X,t4L_Y,t4L_Z,t4R_X,t4R_Y,t4R_Z,t5L_X,t5L_Y,t5L_Z,t5R_X,t5R_Y,t5R_Z,mcp3L_X,mcp3L_Y,mcp3L_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,mcp4L_X,mcp4L_Y,mcp4L_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,mcp5L_X,mcp5L_Y,mcp5L_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ankL_X,ankL_Y,ankL_Z,ankR_X,ankR_Y,ankR_Z,lmb_X,lmb_Y,lmb_Z,str_X,str_Y,str_Z
156.921036,93.93361652,247.6114905,NaN,NaN,NaN,154.8092704,59.24456729,237.3741215,126.9018756,68.11595737,230.3697414,NaN,NaN,NaN,NaN,NaN,NaN,230.2966187,49.52157944,224.3062019,65.55441527,106.3744747,203.2529462,207.9645952,76.81827477,223.9792664,NaN,NaN,NaN,192.566901,104.049161,248.666625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,190.7976701,65.32718985,234.9582743,102.8979559,94.41468982,225.1036289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
157.2948784,93.0430929,245.7003807,NaN,NaN,NaN,153.8010563,58.20766018,235.9076302,127.5713184,66.1959304,228.9036865,NaN,NaN,NaN,NaN,NaN,NaN,229.5649647,42.79139885,230.7719625,61.86406242,98.6240372,206.9575716,209.6840383,71.42615764,228.0835701,NaN,NaN,NaN,192.6735758,100.8807737,248.9695189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,189.9613069,61.78158205,236.7259639,101.1955754,90.69809329,226.8758795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
157.3233984,91.99168304,243.5168831,NaN,NaN,NaN,152.4716432,56.78347378,234.0340378,128.1084491,64.66486177,227.6593251,NaN,NaN,NaN,NaN,NaN,NaN,229.5059624,37.38384428,237.3540049,58.11046316,91.43704218,212.5338473,210.5760562,66.15240206,232.6613074,NaN,NaN,NaN,192.895385,97.43672328,249.5882368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,188.9985565,58.12743234,238.5363701,99.60229169,86.95379471,229.1280651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
157.3694913,91.20268065,241.6631843,NaN,NaN,NaN,151.8409244,55.48297384,232.2210531,128.312248,62.96299391,226.2623463,NaN,NaN,NaN,NaN,NaN,NaN,227.0402722,31.17366567,243.2295667,56.17511812,85.05693346,218.6391839,210.7295684,60.87822582,237.4806758,NaN,NaN,NaN,193.0980519,93.76896382,250.7359453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,187.6164602,54.73242064,240.4637376,98.18826833,83.00240855,231.3526651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
157.6045061,90.51221539,239.8033514,NaN,NaN,NaN,151.6195734,54.28934023,230.5659103,128.0185936,62.29908475,225.7311543,NaN,NaN,NaN,NaN,NaN,NaN,223.9087819,25.10883782,248.1925491,NaN,NaN,NaN,209.7939032,55.85007418,242.1440545,NaN,NaN,NaN,193.3905571,89.92007053,252.3607492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,186.0833833,51.20443754,242.0714804,97.25625438,78.9398584,232.9498768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
157.7029056,89.5521127,237.76009,NaN,NaN,NaN,151.3808507,52.79155329,228.6273361,128.0074357,61.00872466,224.2489429,NaN,NaN,NaN,NaN,NaN,NaN,220.2739139,18.86992982,253.4982563,NaN,NaN,NaN,208.1970964,51.54800582,245.9114561,NaN,NaN,NaN,193.3935193,85.84219875,255.78486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,184.0058037,47.75861609,243.3543063,96.8591529,74.54029252,234.4969383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
157.6017213,88.24562635,235.5677211,NaN,NaN,NaN,151.3137384,51.35645421,226.9391951,127.8519594,59.80287823,222.9572833,163.2070728,81.63226843,253.0852453,NaN,NaN,NaN,210.6347467,15.65029456,276.6086285,NaN,NaN,NaN,206.2246323,47.78790871,249.2433508,NaN,NaN,NaN,192.3514142,81.58597599,258.6357228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,181.9601728,44.73435112,244.570377,96.15216589,70.70155638,236.8027345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
157.9832767,87.38581133,233.5777931,NaN,NaN,NaN,151.4519934,49.79605486,225.2553319,127.7278517,58.58348843,221.4597731,162.2665006,80.52907966,251.1836585,NaN,NaN,NaN,205.3638156,11.44190232,281.3675424,NaN,NaN,NaN,203.2041327,43.45487022,253.1082603,NaN,NaN,NaN,191.0925104,77.78010513,261.4227588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,179.6718383,42.00527175,245.3802812,95.85358953,66.6775036,239.3083428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
158.0380826,86.16181459,231.5128716,149.8255735,88.00341497,230.6212555,151.7471374,48.24253496,223.5630919,127.4785419,57.35493273,220.1915676,161.7307054,79.33732949,249.0075691,NaN,NaN,NaN,199.53399,7.832343085,285.1843751,NaN,NaN,NaN,199.4744545,39.59785686,255.8608176,NaN,NaN,NaN,189.1102876,73.64434337,264.2473414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,177.2172376,39.3596611,246.8467276,96.66599072,63.17173068,240.6132587,NaN,NaN,NaN,117.4549696,79.13939236,249.7133419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
158.1105857,85.03589933,229.4261861,150.1960029,86.91685115,228.4588334,151.9709083,46.6839775,221.8723644,127.3303744,56.19777038,218.9253124,161.0099528,78.40659001,247.1271322,NaN,NaN,NaN,193.7159595,4.648536931,289.1337462,NaN,NaN,NaN,195.5594529,36.64682202,258.1107063,NaN,NaN,NaN,187.0539438,69.54016523,264.8983051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,174.69078,36.93262404,247.6782932,97.07917467,60.21257078,241.625134,NaN,NaN,NaN,117.7661245,75.76478913,250.4071002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
158.3225809,83.95859104,227.3186211,150.5374732,86.08180223,226.4322877,152.3757588,44.91548232,220.1702619,127.5896563,54.09831613,216.5139497,160.4867167,77.67936008,245.504659,NaN,NaN,NaN,187.6597083,1.702743073,290.6841345,NaN,NaN,NaN,191.270809,34.87329696,261.9326964,NaN,NaN,NaN,184.6287834,65.43164899,266.3083066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,172.2571998,34.61172157,247.6374021,98.50323017,56.64070965,241.973717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
158.5715854,82.9137283,225.4457705,151.0917483,85.53216958,224.7772257,152.8731313,43.41475674,218.6539224,127.4672835,53.17614768,214.8771824,160.0170516,76.76642914,243.9174655,NaN,NaN,NaN,181.6532985,-0.389710219,294.1868316,57.02239645,34.93701311,265.0101942,NaN,NaN,NaN,NaN,NaN,NaN,180.3049729,61.88676224,267.5302909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,169.9993252,32.73420583,247.6482723,100.3453791,52.43513388,241.3904464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
158.8933194,82.19298184,223.3168469,151.3731122,84.57787673,223.0520259,153.3614948,41.82331984,217.3204261,127.3621906,52.30065526,213.6985354,159.8386599,75.48258279,241.6359922,NaN,NaN,NaN,175.968495,-2.201025483,296.9032781,58.60021661,31.1287738,267.5005978,NaN,NaN,NaN,NaN,NaN,NaN,176.2434495,59.16278012,268.6471848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,167.6370131,30.69090296,247.2301204,101.3787418,50.07951453,241.8420659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159.0256033,81.12927177,221.2763042,151.7985304,83.41427961,220.7327548,153.9651657,40.30341725,215.8109194,127.1985063,51.42082853,212.2377078,158.3098583,77.41221019,241.7948507,NaN,NaN,NaN,170.6975565,-3.733290695,297.7630532,60.02515829,28.40211138,271.4976566,NaN,NaN,NaN,NaN,NaN,NaN,172.4830254,56.79629537,269.1184298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,165.4238463,29.27680384,246.9130719,102.5783114,47.55236446,242.1232193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159.3346281,80.02567612,219.2278713,152.1960416,82.45975552,218.5697876,154.4789991,39.00593723,214.4135861,127.0161498,50.99035567,210.9819732,156.6120769,81.81262273,243.9708375,NaN,NaN,NaN,NaN,NaN,NaN,62.73027514,24.9204921,270.7236773,NaN,NaN,NaN,NaN,NaN,NaN,168.7382771,54.56374366,268.8648417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,163.263048,27.77122568,246.1392771,104.5771841,44.0781091,240.5213676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159.8879048,79.12846254,217.3514354,152.468089,81.89540564,216.84363,155.0484945,37.62142484,213.0584741,126.6129609,50.20034283,209.280731,158.4806227,77.52494027,238.049325,NaN,NaN,NaN,NaN,NaN,NaN,65.50422455,22.32213529,267.6192558,NaN,NaN,NaN,NaN,NaN,NaN,165.5954545,53.13741896,268.4071747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,162.1340943,26.37410434,245.560383,106.145306,41.66323921,239.2338157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
160.159446,78.42202648,215.3320633,152.6080418,81.26990561,215.2648106,155.7540153,36.30475772,211.6058505,126.4211771,49.85200843,207.8772708,157.9759362,74.03906677,234.1535453,NaN,NaN,NaN,NaN,NaN,NaN,66.44120246,20.19991626,270.484263,NaN,NaN,NaN,NaN,NaN,NaN,162.5042357,52.18759024,267.5839605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,160.237765,25.22060825,244.2823734,107.3542568,39.79849237,238.4354706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
160.4644912,77.58568952,213.5878503,152.6851796,80.48330774,213.6169134,156.4058521,35.17920289,210.2232329,126.1366507,49.5851828,206.322804,157.8191271,73.04928239,232.3794608,NaN,NaN,NaN,NaN,NaN,NaN,68.31910892,18.4217034,269.6970517,NaN,NaN,NaN,NaN,NaN,NaN,159.9919936,51.86622386,266.4007214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158.1726588,24.43381362,242.8975763,108.397485,38.58758535,237.7644068,NaN,NaN,NaN,130.9312924,56.17429029,241.7766927,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
160.5467997,76.35073983,211.4589234,153.0238569,79.72444706,211.9441662,157.1227859,33.89057364,208.7842292,125.7856401,49.23734242,204.5965349,157.8767444,72.94622177,230.8373662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,157.4857411,51.52956119,264.1981835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,156.0793796,23.17812829,240.8217945,109.6480734,37.14204522,236.1609198,NaN,NaN,NaN,132.5009741,55.50619864,240.1069328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
160.8230529,75.66524257,209.6731737,153.4669847,78.74446872,209.9653299,157.9199375,32.96572138,207.4329893,125.4540839,49.21788864,202.9508518,157.5473262,72.36079714,228.5717138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,155.4871123,51.34236722,262.0927727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,155.3353642,22.6075198,239.4142419,110.650738,36.33717165,234.8791487,NaN,NaN,NaN,134.1036371,54.36595275,237.879259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
161.086178,74.75513192,207.6785338,153.7659154,77.69556268,208.0737772,158.6506974,32.07936514,205.9507097,125.1227887,49.19829442,201.3063884,157.1680629,71.54671736,226.6160613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,153.4651713,51.47190236,259.3707358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,154.7433755,22.07798902,237.9902209,111.6575835,35.90146781,233.2358827,NaN,NaN,NaN,135.6518205,53.57638758,235.8859565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
161.5027062,74.39734409,206.0988598,153.9131224,76.8002213,206.1547482,159.5197944,31.29393693,204.399531,124.9168419,49.35712065,199.542915,157.6454688,72.62499048,225.4535917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,151.4007557,52.26321768,256.5460568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,154.6059118,21.77855537,236.5115451,112.2324495,36.03776882,231.93403,NaN,NaN,NaN,137.0690486,52.77878498,233.8916301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
161.5529224,73.12029964,204.1043768,154.3002115,75.79386119,204.1155729,160.2744819,30.56084721,202.8167397,124.7287531,49.48293054,197.6382719,157.5501164,71.72801337,223.7248166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.8181643,52.99222874,253.7156942,139.292199,59.84941361,249.6019278,NaN,NaN,NaN,97.33860135,28.02180595,213.0785579,154.4926235,21.68268567,234.6644118,113.9608684,34.21467248,227.319619,NaN,NaN,NaN,138.2194247,51.6904002,231.6090956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
161.9397021,72.50071552,202.1651869,154.6279781,74.80681562,202.0923831,161.2411361,30.15675102,201.2340493,124.7385662,49.76459764,195.8450799,157.6004913,70.77572221,221.6575387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.947414,54.46839193,252.0345183,140.9031061,59.06281295,247.9944718,NaN,NaN,NaN,97.2241066,28.74623754,212.2041691,154.6828986,21.75648758,233.1876762,114.2229418,35.13908083,226.3833483,NaN,NaN,NaN,139.1624758,50.70916397,229.450907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162.3411469,71.65401042,200.1896877,154.8771366,73.72310404,200.2628824,162.2748465,29.7265545,199.5469219,124.6561881,49.98565643,193.9443472,157.6514463,69.82593928,219.5964442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.6569403,55.86891384,249.9618187,142.6371919,58.43654914,245.9051201,NaN,NaN,NaN,97.30744764,29.51620003,210.9177798,154.7710804,22.01471281,231.4125417,114.6554446,35.76205446,224.7444315,NaN,NaN,NaN,139.9607227,50.44399329,227.2783396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162.6896273,70.68443779,198.3927196,155.1021564,73.09508456,198.4686105,163.1267327,29.1297924,197.5557394,124.7907601,50.3105172,191.8180541,157.7029781,68.87865257,217.5415084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.2068459,57.3365335,247.3214039,144.1198316,58.21655756,244.0358283,NaN,NaN,NaN,97.44822231,30.69872314,209.6363464,155.2903348,22.29027039,229.73279,115.0138714,36.74268746,223.1572373,NaN,NaN,NaN,140.3144308,49.88448648,225.0612681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
163.1159344,69.83780905,196.5532052,155.3720478,72.16664461,196.7737431,164.2952108,29.00612663,195.7563598,124.8198912,50.79498466,189.8800928,157.7550836,67.93385018,215.4927066,NaN,NaN,NaN,NaN,NaN,NaN,83.64089395,13.81562,240.0667093,NaN,NaN,NaN,NaN,NaN,NaN,149.751186,58.69273373,245.2173177,144.8892223,57.5314381,241.5232797,NaN,NaN,NaN,97.53556192,31.82781651,208.040009,155.806336,22.84507142,227.6825575,115.259339,37.39908629,221.090242,NaN,NaN,NaN,140.5180607,49.85145708,223.0183146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
163.5005891,68.91707397,194.6934548,155.6095111,71.26152242,194.9493121,165.3667953,28.8251242,193.736017,124.9689383,51.24418772,187.7725884,157.8077595,66.99152024,213.4500145,NaN,NaN,NaN,NaN,NaN,NaN,83.60387865,16.25315616,238.8585611,NaN,NaN,NaN,NaN,NaN,NaN,150.3371983,59.59876375,243.1472258,145.1463433,57.64932657,239.3677755,162.8742809,3.552812006,219.5958013,97.46049937,33.08171801,206.4417097,157.0788795,23.58880021,225.7993798,115.5281905,38.49273665,219.2434468,NaN,NaN,NaN,140.6476525,49.91430748,220.7862579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
163.5811386,67.88913902,192.9101212,155.967108,70.34249831,193.2350663,166.5339337,28.60627472,191.5893559,125.1562749,51.73394176,185.6239652,157.8610028,66.05165096,211.4134076,NaN,NaN,NaN,NaN,NaN,NaN,83.12319489,19.26479549,237.7980073,NaN,NaN,NaN,NaN,NaN,NaN,151.0795145,59.53974213,241.0966146,145.6838031,58.25310042,237.5504804,164.0269672,3.990454785,217.8858028,97.41499912,34.44950698,204.8821949,158.3336187,24.35719199,224.0444937,115.6475026,39.62386112,217.28305,NaN,NaN,NaN,140.7240454,50.1781958,218.752944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
163.9161074,67.34920286,191.2012666,156.0932178,69.05291818,191.4716439,167.6801478,28.5550361,189.4350662,125.3733602,52.35265043,183.5191393,157.8938628,65.07151722,209.6561624,NaN,NaN,NaN,NaN,NaN,NaN,82.63977333,22.58012069,236.8245206,NaN,NaN,NaN,NaN,NaN,NaN,151.5827984,58.90128039,238.5460144,146.0450616,58.84042481,235.6898616,165.1884968,4.668914734,216.3776635,97.5350155,36.0316764,203.0560943,159.621246,25.06312722,221.9810199,115.8484796,40.9180464,215.1707291,NaN,NaN,NaN,140.7918914,50.64859208,216.8309952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
