shdL_X,shdL_Y,shdL_Z,shdR_X,shdR_Y,shdR_Z,wstL_X,wstL_Y,wstL_Z,wstR_X,wstR_Y,wstR_Z,elbL_X,elbL_Y,elbL_Z,elbR_X,elbR_Y,elbR_Z,t3L_X,t3L_Y,t3L_Z,t3R_X,t3R_Y,t3R_Z,t4L_X,t4L_Y,t4L_Z,t4R_X,t4R_Y,t4R_Z,t5L_X,t5L_Y,t5L_Z,t5R_X,t5R_Y,t5R_Z,mcp3L_X,mcp3L_Y,mcp3L_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,mcp4L_X,mcp4L_Y,mcp4L_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,mcp5L_X,mcp5L_Y,mcp5L_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ankL_X,ankL_Y,ankL_Z,ankR_X,ankR_Y,ankR_Z,lmb_X,lmb_Y,lmb_Z,str_X,str_Y,str_Z
2.5,0,-0.05,2.5,0,0.05,2.5,-19.95419834,-45.8957192,2.5,-19.95419834,45.8957192,1.25,-9.97709917,-22.9728596,1.25,-9.97709917,22.9728596,2.5,-39.90839668,-91.74143839,2.5,-39.90839668,91.74143839,-2.5,-39.90839668,-91.74143839,-2.5,-39.90839668,91.74143839,-2.5,-19.95419834,-45.8957192,-2.5,-19.95419834,45.8957192,2.5,-29.93129751,-68.81857879,2.5,-29.93129751,68.81857879,0,-29.93129751,-68.81857879,0,-29.93129751,68.81857879,0,-19.95419834,-45.8957192,0,-19.95419834,45.8957192,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-21.45378127,-45.21342845,2.5,-21.45378127,45.21342845,1.25,-10.72689063,-22.63171422,1.25,-10.72689063,22.63171422,2.5,-42.90756254,-90.3768569,2.5,-42.90756254,90.3768569,-2.5,-42.90756254,-90.3768569,-2.5,-42.90756254,90.3768569,-2.5,-21.45378127,-45.21342845,-2.5,-21.45378127,45.21342845,2.5,-32.1806719,-67.79514267,2.5,-32.1806719,67.79514267,0,-32.1806719,-67.79514267,0,-32.1806719,67.79514267,0,-21.45378127,-45.21342845,0,-21.45378127,45.21342845,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-22.88080718,-44.50749277,2.5,-22.88080718,44.50749277,1.25,-11.44040359,-22.27874638,1.25,-11.44040359,22.27874638,2.5,-45.76161435,-88.96498553,2.5,-45.76161435,88.96498553,-2.5,-45.76161435,-88.96498553,-2.5,-45.76161435,88.96498553,-2.5,-22.88080718,-44.50749277,-2.5,-22.88080718,44.50749277,2.5,-34.32121076,-66.73623915,2.5,-34.32121076,66.73623915,0,-34.32121076,-66.73623915,0,-34.32121076,66.73623915,0,-22.88080718,-44.50749277,0,-22.88080718,44.50749277,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-24.23269237,-43.78530176,2.5,-24.23269237,43.78530176,1.25,-12.11634619,-21.91765088,1.25,-12.11634619,21.91765088,2.5,-48.46538474,-87.52060353,2.5,-48.46538474,87.52060353,-2.5,-48.46538474,-87.52060353,-2.5,-48.46538474,87.52060353,-2.5,-24.23269237,-43.78530176,-2.5,-24.23269237,43.78530176,2.5,-36.34903856,-65.65295265,2.5,-36.34903856,65.65295265,0,-36.34903856,-65.65295265,0,-36.34903856,65.65295265,0,-24.23269237,-43.78530176,0,-24.23269237,43.78530176,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-25.50744184,-43.05430688,2.5,-25.50744184,43.05430688,1.25,-12.75372092,-21.55215344,1.25,-12.75372092,21.55215344,2.5,-51.01488369,-86.05861377,2.5,-51.01488369,86.05861377,-2.5,-51.01488369,-86.05861377,-2.5,-51.01488369,86.05861377,-2.5,-25.50744184,-43.05430688,-2.5,-25.50744184,43.05430688,2.5,-38.26116277,-64.55646033,2.5,-38.26116277,64.55646033,0,-38.26116277,-64.55646033,0,-38.26116277,64.55646033,0,-25.50744184,-43.05430688,0,-25.50744184,43.05430688,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-26.7036188,-42.32193801,2.5,-26.7036188,42.32193801,1.25,-13.3518094,-21.185969,1.25,-13.3518094,21.185969,2.5,-53.4072376,-84.59387601,2.5,-53.4072376,84.59387601,-2.5,-53.4072376,-84.59387601,-2.5,-53.4072376,84.59387601,-2.5,-26.7036188,-42.32193801,-2.5,-26.7036188,42.32193801,2.5,-40.0554282,-63.45790701,2.5,-40.0554282,63.45790701,0,-40.0554282,-63.45790701,0,-40.0554282,63.45790701,0,-26.7036188,-42.32193801,0,-26.7036188,42.32193801,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-27.82030505,-41.59552475,2.5,-27.82030505,41.59552475,1.25,-13.91015252,-20.82276238,1.25,-13.91015252,20.82276238,2.5,-55.6406101,-83.14104951,2.5,-55.6406101,83.14104951,-2.5,-55.6406101,-83.14104951,-2.5,-55.6406101,83.14104951,-2.5,-27.82030505,-41.59552475,-2.5,-27.82030505,41.59552475,2.5,-41.73045757,-62.36828713,2.5,-41.73045757,62.36828713,0,-41.73045757,-62.36828713,0,-41.73045757,62.36828713,0,-27.82030505,-41.59552475,0,-27.82030505,41.59552475,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-28.8570535,-40.88222335,2.5,-28.8570535,40.88222335,1.25,-14.42852675,-20.46611167,1.25,-14.42852675,20.46611167,2.5,-57.71410699,-81.71444669,2.5,-57.71410699,81.71444669,-2.5,-57.71410699,-81.71444669,-2.5,-57.71410699,81.71444669,-2.5,-28.8570535,-40.88222335,-2.5,-28.8570535,40.88222335,2.5,-43.28558025,-61.29833502,2.5,-43.28558025,61.29833502,0,-43.28558025,-61.29833502,0,-43.28558025,61.29833502,0,-28.8570535,-40.88222335,0,-28.8570535,40.88222335,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-29.81383427,-40.18894974,2.5,-29.81383427,40.18894974,1.25,-14.90691714,-20.11947487,1.25,-14.90691714,20.11947487,2.5,-59.62766854,-80.32789948,2.5,-59.62766854,80.32789948,-2.5,-59.62766854,-80.32789948,-2.5,-59.62766854,80.32789948,-2.5,-29.81383427,-40.18894974,-2.5,-29.81383427,40.18894974,2.5,-44.72075141,-60.25842461,2.5,-44.72075141,60.25842461,0,-44.72075141,-60.25842461,0,-44.72075141,60.25842461,0,-29.81383427,-40.18894974,0,-29.81383427,40.18894974,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-30.69097587,-39.52231942,2.5,-30.69097587,39.52231942,1.25,-15.34548794,-19.78615971,1.25,-15.34548794,19.78615971,2.5,-61.38195174,-78.99463883,2.5,-61.38195174,78.99463883,-2.5,-61.38195174,-78.99463883,-2.5,-61.38195174,78.99463883,-2.5,-30.69097587,-39.52231942,-2.5,-30.69097587,39.52231942,2.5,-46.03646381,-59.25847912,2.5,-46.03646381,59.25847912,0,-46.03646381,-59.25847912,0,-46.03646381,59.25847912,0,-30.69097587,-39.52231942,0,-30.69097587,39.52231942,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-31.489103,-38.88859411,2.5,-31.489103,38.88859411,1.25,-15.7445515,-19.46929705,1.25,-15.7445515,19.46929705,2.5,-62.978206,-77.72718821,2.5,-62.978206,77.72718821,-2.5,-62.978206,-77.72718821,-2.5,-62.978206,77.72718821,-2.5,-31.489103,-38.88859411,-2.5,-31.489103,38.88859411,2.5,-47.2336545,-58.30789116,2.5,-47.2336545,58.30789116,0,-47.2336545,-58.30789116,0,-47.2336545,58.30789116,0,-31.489103,-38.88859411,0,-31.489103,38.88859411,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-32.20907256,-38.29363535,2.5,-32.20907256,38.29363535,1.25,-16.10453628,-19.17181768,1.25,-16.10453628,19.17181768,2.5,-64.41814512,-76.5372707,2.5,-64.41814512,76.5372707,-2.5,-64.41814512,-76.5372707,-2.5,-64.41814512,76.5372707,-2.5,-32.20907256,-38.29363535,-2.5,-32.20907256,38.29363535,2.5,-48.31360884,-57.41545303,2.5,-48.31360884,57.41545303,0,-48.31360884,-57.41545303,0,-48.31360884,57.41545303,0,-32.20907256,-38.29363535,0,-32.20907256,38.29363535,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-32.85190932,-37.74286477,2.5,-32.85190932,37.74286477,1.25,-16.42595466,-18.89643238,1.25,-16.42595466,18.89643238,2.5,-65.70381863,-75.43572953,2.5,-65.70381863,75.43572953,-2.5,-65.70381863,-75.43572953,-2.5,-65.70381863,75.43572953,-2.5,-32.85190932,-37.74286477,-2.5,-32.85190932,37.74286477,2.5,-49.27786397,-56.58929715,2.5,-49.27786397,56.58929715,0,-49.27786397,-56.58929715,0,-49.27786397,56.58929715,0,-32.85190932,-37.74286477,0,-32.85190932,37.74286477,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-33.41874272,-37.24123062,2.5,-33.41874272,37.24123062,1.25,-16.70937136,-18.64561531,1.25,-16.70937136,18.64561531,2.5,-66.83748544,-74.43246124,2.5,-66.83748544,74.43246124,-2.5,-66.83748544,-74.43246124,-2.5,-66.83748544,74.43246124,-2.5,-33.41874272,-37.24123062,-2.5,-33.41874272,37.24123062,2.5,-50.12811408,-55.83684593,2.5,-50.12811408,55.83684593,0,-50.12811408,-55.83684593,0,-50.12811408,55.83684593,0,-33.41874272,-37.24123062,0,-33.41874272,37.24123062,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-33.91074618,-36.79318023,2.5,-33.91074618,36.79318023,1.25,-16.95537309,-18.42159011,1.25,-16.95537309,18.42159011,2.5,-67.82149236,-73.53636046,2.5,-67.82149236,73.53636046,-2.5,-67.82149236,-73.53636046,-2.5,-67.82149236,73.53636046,-2.5,-33.91074618,-36.79318023,-2.5,-33.91074618,36.79318023,2.5,-50.86611927,-55.16477034,2.5,-50.86611927,55.16477034,0,-50.86611927,-55.16477034,0,-50.86611927,55.16477034,0,-33.91074618,-36.79318023,0,-33.91074618,36.79318023,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-34.32908002,-36.40263767,2.5,-34.32908002,36.40263767,1.25,-17.16454001,-18.22631883,1.25,-17.16454001,18.22631883,2.5,-68.65816003,-72.75527533,2.5,-68.65816003,72.75527533,-2.5,-68.65816003,-72.75527533,-2.5,-68.65816003,72.75527533,-2.5,-34.32908002,-36.40263767,-2.5,-34.32908002,36.40263767,2.5,-51.49362002,-54.5789565,2.5,-51.49362002,54.5789565,0,-51.49362002,-54.5789565,0,-51.49362002,54.5789565,0,-34.32908002,-36.40263767,0,-34.32908002,36.40263767,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-34.67483924,-36.07298604,2.5,-34.67483924,36.07298604,1.25,-17.33741962,-18.06149302,1.25,-17.33741962,18.06149302,2.5,-69.34967848,-72.09597209,2.5,-69.34967848,72.09597209,-2.5,-69.34967848,-72.09597209,-2.5,-69.34967848,72.09597209,-2.5,-34.67483924,-36.07298604,-2.5,-34.67483924,36.07298604,2.5,-52.01225886,-54.08447907,2.5,-52.01225886,54.08447907,0,-52.01225886,-54.08447907,0,-52.01225886,54.08447907,0,-34.67483924,-36.07298604,0,-34.67483924,36.07298604,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-34.94900712,-35.80705387,2.5,-34.94900712,35.80705387,1.25,-17.47450356,-17.92852693,1.25,-17.47450356,17.92852693,2.5,-69.89801425,-71.56410773,2.5,-69.89801425,71.56410773,-2.5,-69.89801425,-71.56410773,-2.5,-69.89801425,71.56410773,-2.5,-34.94900712,-35.80705387,-2.5,-34.94900712,35.80705387,2.5,-52.42351068,-53.6855808,2.5,-52.42351068,53.6855808,0,-52.42351068,-53.6855808,0,-52.42351068,53.6855808,0,-34.94900712,-35.80705387,0,-34.94900712,35.80705387,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-35.15241533,-35.60710472,2.5,-35.15241533,35.60710472,1.25,-17.57620767,-17.82855236,1.25,-17.57620767,17.82855236,2.5,-70.30483067,-71.16420944,2.5,-70.30483067,71.16420944,-2.5,-70.30483067,-71.16420944,-2.5,-70.30483067,71.16420944,-2.5,-35.15241533,-35.60710472,-2.5,-35.15241533,35.60710472,2.5,-52.728623,-53.38565708,2.5,-52.728623,53.38565708,0,-52.728623,-53.38565708,0,-52.728623,53.38565708,0,-35.15241533,-35.60710472,0,-35.15241533,35.60710472,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-35.28571142,-35.47482985,2.5,-35.28571142,35.47482985,1.25,-17.64285571,-17.76241492,1.25,-17.64285571,17.76241492,2.5,-70.57142284,-70.89965969,2.5,-70.57142284,70.89965969,-2.5,-70.57142284,-70.89965969,-2.5,-70.57142284,70.89965969,-2.5,-35.28571142,-35.47482985,-2.5,-35.28571142,35.47482985,2.5,-52.92856713,-53.18724477,2.5,-52.92856713,53.18724477,0,-52.92856713,-53.18724477,0,-52.92856713,53.18724477,0,-35.28571142,-35.47482985,0,-35.28571142,35.47482985,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-35.34933411,-35.41134299,2.5,-35.34933411,35.41134299,1.25,-17.67466705,-17.73067149,1.25,-17.67466705,17.73067149,2.5,-70.69866822,-70.77268598,2.5,-70.69866822,70.77268598,-2.5,-70.69866822,-70.77268598,-2.5,-70.69866822,70.77268598,-2.5,-35.34933411,-35.41134299,-2.5,-35.34933411,35.41134299,2.5,-53.02400116,-53.09201448,2.5,-53.02400116,53.09201448,0,-53.02400116,-53.09201448,0,-53.02400116,53.09201448,0,-35.34933411,-35.41134299,0,-35.34933411,35.41134299,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-35.34349688,-35.41717728,2.5,-35.34349688,35.41717728,1.25,-17.67174844,-17.73358864,1.25,-17.67174844,17.73358864,2.5,-70.68699376,-70.78435455,2.5,-70.68699376,70.78435455,-2.5,-70.68699376,-70.78435455,-2.5,-70.68699376,70.78435455,-2.5,-35.34349688,-35.41717728,-2.5,-35.34349688,35.41717728,2.5,-53.01524532,-53.10076591,2.5,-53.01524532,53.10076591,0,-53.01524532,-53.10076591,0,-53.01524532,53.10076591,0,-35.34349688,-35.41717728,0,-35.34349688,35.41717728,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-35.26818003,-35.49228375,2.5,-35.26818003,35.49228375,1.25,-17.63409002,-17.77114187,1.25,-17.63409002,17.77114187,2.5,-70.53636006,-70.9345675,2.5,-70.53636006,70.9345675,-2.5,-70.53636006,-70.9345675,-2.5,-70.53636006,70.9345675,-2.5,-35.26818003,-35.49228375,-2.5,-35.26818003,35.49228375,2.5,-52.90227005,-53.21342562,2.5,-52.90227005,53.21342562,0,-52.90227005,-53.21342562,0,-52.90227005,53.21342562,0,-35.26818003,-35.49228375,0,-35.26818003,35.49228375,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-35.12313143,-35.63603151,2.5,-35.12313143,35.63603151,1.25,-17.56156571,-17.84301576,1.25,-17.56156571,17.84301576,2.5,-70.24626285,-71.22206303,2.5,-70.24626285,71.22206303,-2.5,-70.24626285,-71.22206303,-2.5,-70.24626285,71.22206303,-2.5,-35.12313143,-35.63603151,-2.5,-35.12313143,35.63603151,2.5,-52.68469714,-53.42904727,2.5,-52.68469714,53.42904727,0,-52.68469714,-53.42904727,0,-52.68469714,53.42904727,0,-35.12313143,-35.63603151,0,-35.12313143,35.63603151,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-34.90787585,-35.84720944,2.5,-34.90787585,35.84720944,1.25,-17.45393792,-17.94860472,1.25,-17.45393792,17.94860472,2.5,-69.81575169,-71.64441888,2.5,-69.81575169,71.64441888,-2.5,-69.81575169,-71.64441888,-2.5,-69.81575169,71.64441888,-2.5,-34.90787585,-35.84720944,-2.5,-34.90787585,35.84720944,2.5,-52.36181377,-53.74581416,2.5,-52.36181377,53.74581416,0,-52.36181377,-53.74581416,0,-52.36181377,53.74581416,0,-34.90787585,-35.84720944,0,-34.90787585,35.84720944,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-34.62173284,-36.12402965,2.5,-34.62173284,36.12402965,1.25,-17.31086642,-18.08701482,1.25,-17.31086642,18.08701482,2.5,-69.24346568,-72.1980593,2.5,-69.24346568,72.1980593,-2.5,-69.24346568,-72.1980593,-2.5,-69.24346568,72.1980593,-2.5,-34.62173284,-36.12402965,-2.5,-34.62173284,36.12402965,2.5,-51.93259926,-54.16104447,2.5,-51.93259926,54.16104447,0,-51.93259926,-54.16104447,0,-51.93259926,54.16104447,0,-34.62173284,-36.12402965,0,-34.62173284,36.12402965,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-34.26384276,-36.46413296,2.5,-34.26384276,36.46413296,1.25,-17.13192138,-18.25706648,1.25,-17.13192138,18.25706648,2.5,-68.52768552,-72.87826592,2.5,-68.52768552,72.87826592,-2.5,-68.52768552,-72.87826592,-2.5,-68.52768552,72.87826592,-2.5,-34.26384276,-36.46413296,-2.5,-34.26384276,36.46413296,2.5,-51.39576414,-54.67119944,2.5,-51.39576414,54.67119944,0,-51.39576414,-54.67119944,0,-51.39576414,54.67119944,0,-34.26384276,-36.46413296,0,-34.26384276,36.46413296,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-33.83320058,-36.86459681,2.5,-33.83320058,36.86459681,1.25,-16.91660029,-18.45729841,1.25,-16.91660029,18.45729841,2.5,-67.66640116,-73.67919363,2.5,-67.66640116,73.67919363,-2.5,-67.66640116,-73.67919363,-2.5,-67.66640116,73.67919363,-2.5,-33.83320058,-36.86459681,-2.5,-33.83320058,36.86459681,2.5,-50.74980087,-55.27189522,2.5,-50.74980087,55.27189522,0,-50.74980087,-55.27189522,0,-50.74980087,55.27189522,0,-33.83320058,-36.86459681,0,-33.83320058,36.86459681,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
